EventId;InvestigationType;AccidentNumber;EventDate;Location;Country;Latitude;Longitude;AirportCode;AirportName;InjurySeverity;AircraftDamage;AircraftCategory;RegistrationNumber;Make;Model;AmateurBuilt;NumberOfEngines;EngineType;FARDescription;Schedule;PurposeOfFlight;AirCarrier;TotalFatalInjuries;TotalSeriousInjuries;TotalMinorInjuries;TotalUninjured;WeatherCondition;BroadPhaseOfFlight;ReportStatus;PublicationDate
20001213X30051;Incident;CHI87IA067;01/25/1987;FORT WAYNE, IN;United States;;;;;Incident;Minor;;N7015U;BOEING;727-122;No;3;Turbo Fan;;SCHD;Unknown;UNITED AIRLINES;0;0;0;6;VMC;CRUISE;Probable Cause;07/10/1989
20001213X30131;Incident;MKC87IA043;01/23/1987;SPRINGFIELD, MO;United States;;;SGF;SPRINGFIELD REGIONAL;Incident;Minor;;N120AM;EMBRAER;EMB-120;No;2;Turbo Prop;;SCHD;Unknown;;0;0;0;10;VMC;LANDING;Probable Cause;07/10/1989
20001213X30027;Incident;ATL87IA062;01/19/1987;CLEVELAND, OH;United States;;;CLE;CLEVELAND HOPKINS INTL.;Incident;Minor;;N88FB;DORNIER;DO228;No;2;Turbo Prop;;SCHD;Unknown;FISCHER BROTHERS AVIATION (DBA: NORTHWEST AIRLINK);0;0;0;6;IMC;DESCENT;Probable Cause;07/10/1989
20001213X30050;Incident;CHI87IA061;01/13/1987;REMMINGTON, IN;United States;;;;;Incident;Minor;;N906TC;NIHON;YS-11A-500;No;2;Turbo Prop;;;Instructional;;0;0;0;3;VMC;MANEUVERING;Probable Cause;07/10/1989
20001213X30118;Incident;MIA87IA068;01/06/1987;TAMPA, FL;United States;;;;;Incident;Minor;;N6819;BOEING;727-223;No;3;Turbo Fan;;SCHD;Unknown;;0;0;0;148;VMC;CLIMB;Probable Cause;07/10/1989
20001213X30142;Incident;NYC87IA087;01/03/1987;NEWARK, NJ;United States;;;EWR;NEWARK;Incident;;;N409PE;BOEING;737-200;No;2;Turbo Fan;;SCHD;Unknown;(DBA: CONTINENTAL AIR);0;0;10;98;VMC;LANDING;Probable Cause;07/10/1989
20001213X35413;Incident;MKC87IA034;12/23/1986;FORT SMITH, AR;United States;;;;FORT SMITH MUNICIP;Incident;Minor;;N223AS;EMBRAER;BRASILIA EMB-120;No;2;Turbo Prop;;SCHD;Unknown;;0;0;0;6;VMC;CRUISE;Probable Cause;03/30/1988
20001213X35393;Incident;MIA87IA054;12/21/1986;MIAMI, FL;United States;;;MIA;MIAMI INTL;Incident;;;N75IPA;BOEING;747-121;No;4;Turbo Fan;;SCHD;Unknown;;0;0;1;116;VMC;TAXI;Probable Cause;
20001213X35344;Incident;DEN87IA032;12/19/1986;BILLINGS, MT;United States;;;BIL;BILLINGS LOGAN INT'L.;Incident;Minor;;N124AV;SWEARINGEN;SA226TC;No;2;Turbo Prop;;SCHD;Unknown;BIG SKY AIRLINES;0;0;0;13;VMC;APPROACH;Probable Cause;
20001213X35337;Incident;DCA87IA015;12/18/1986;DETROIT, MI;United States;;;DTW;DETROIT METRO;Incident;;;N423MQ;ATR;ATR-42;No;2;Turbo Prop;;SCHD;Unknown;;0;0;0;41;VMC;APPROACH;Probable Cause;06/07/1989
20001213X35343;Incident;DEN87IA031;12/17/1986;ALBUQUERQUE, NM;United States;;;ABQ;ALBUQUERQUE INTERNATIONAL;Incident;Minor;;N7212P;BEECH;C-99;No;2;Turbo Prop;;SCHD;Unknown;MESA AIR SHUTTLE;0;0;0;6;VMC;LANDING;Probable Cause;
20001213X35324;Incident;CHI87IA047;12/11/1986;PADUCAH, KY;United States;;;PAH;BARKLEY REGIONAL;Incident;Minor;;N323BA;FAIRCHILD;SA226TC;No;2;Turbo Prop;;UNK;Positioning;;0;0;0;2;VMC;DESCENT;Probable Cause;
20001213X35299;Incident;ATL87IA034;12/02/1986;ATLANTA, GA;United States;;;ATL;ATLANTA HARTSFIELD;Incident;Minor;;N802MX;de Havilland;DHC-8-101;No;2;Turbo Prop;;SCHD;Unknown;METRO EXPRESS,INC. (DBA: EASTERN METRO EXPRESS, INC.);0;0;0;7;VMC;TAKEOFF;Probable Cause;
20001213X35323;Incident;CHI87IA039;12/01/1986;MADISON, WI;United States;;;MSN;MADISON/DANE CNTY.;Incident;Minor;;N786NC;DOUGLAS;DC-9-51;No;2;Turbo Fan;;SCHD;Unknown;;0;0;0;114;IMC;LANDING;Probable Cause;04/25/1988
20001213X35093;Incident;ATL87IA032;11/30/1986;COLUMBUS, GA;United States;;;CSG;COLUMBUS METROPOLITAN;Incident;Minor;;N3782N;MOONEY;M20F;No;1;Reciprocating;;;Business;;0;0;0;1;IMC;DESCENT;Probable Cause;
20001213X35220;Incident;MIA87IA038;11/27/1986;FT. LAUDERDALE, FL;United States;;;FLL;FT. LAUDERDALE;Incident;;;N5WE;BEECH;BE-95-55;No;2;Reciprocating;;;Personal;;0;0;0;7;VMC;CRUISE;Probable Cause;
20001213X35092;Incident;ATL87IA027;11/25/1986;LOUISVILLE, KY;United States;;;SDF;STANDIFORD;Incident;Minor;;N823JS;BRITISH AEROSPACE;BA-31;No;2;Turbo Prop;;SCHD;Unknown;JET STREAM INT'L;0;0;0;12;VMC;TAXI;Probable Cause;
20001213X35110;Incident;BFO87IA008;11/16/1986;NORFOLK, VA;United States;;;ORF;NORFOLK;Incident;Minor;;N64323;BOEING;727-231;No;3;Turbo Fan;;SCHD;Unknown;TRANS WORLD AIRLINES;0;0;1;23;VMC;LANDING;Probable Cause;
20001213X35091;Incident;ATL87IA020B;11/12/1986;LIVINGSTON, TN;United States;;;;;Incident;;;N7014U;BOEING;727-22;No;3;Turbo Jet;;SCHD;Unknown;;0;0;0;167;VMC;CRUISE;Probable Cause;
20001213X35091;Incident;ATL87IA020A;11/12/1986;LIVINGSTON, TN;United States;;;;;Incident;;;N471BN;BOEING;727-227;No;3;Turbo Jet;;SCHD;Unknown;BRANIFF AIRLINE, INC.;0;0;0;167;VMC;CRUISE;Probable Cause;
20001213X35081;Incident;ANC87IA012B;11/10/1986;ADAK, AK;United States;;;;;Incident;;;N832;BOEING;727;No;3;Turbo Fan;;SCHD;Unknown;;0;0;0;201;VMC;CRUISE;Probable Cause;04/25/1988
20001213X35081;Incident;ANC87IA012A;11/10/1986;ADAK, AK;United States;;;;;Incident;;;CGCPJ;MCDONNELL DOUGLAS;DC-10;No;3;Turbo Fan;;SCHD;Unknown;;0;0;0;201;VMC;CRUISE;Probable Cause;04/25/1988
20001213X35126;Incident;CHI87IA026;11/05/1986;WASHINGTON, DC;United States;;;;;Incident;;;N516US;BOEING;757-251;No;2;Turbo Fan;;SCHD;Unknown;;0;0;0;188;VMC;CLIMB;Probable Cause;04/25/1988
20001213X34977;Incident;LAX87IA029;10/31/1986;SANTA ANA, CA;United States;;;;;Incident;Minor;;N363PS;BRITISH AEROSPACE;BAE 146-200;No;4;Turbo Fan;;SCHD;Unknown;PACIFIC SOUTHWEST AIRLINES;0;0;0;42;VMC;TAKEOFF;Probable Cause;03/30/1988
20001213X34976;Incident;LAX87IA027B;10/29/1986;LOS ANGELES, CA;United States;;;;;Incident;;;N8620F;HUGHES;369D;No;1;Turbo Shaft;;;Public Aircraft;;0;0;0;73;VMC;MANEUVERING;Probable Cause;07/19/1988
20001213X34976;Incident;LAX87IA027A;10/29/1986;LOS ANGELES, CA;United States;;;;;Incident;;;N7255U;BOEING;727-222;No;3;Turbo Fan;;SCHD;Unknown;;0;0;0;73;VMC;APPROACH;Probable Cause;07/19/1988
20001213X35008;Incident;MIA87IA011;10/18/1986;WEST PALM BEACH, FL;United States;;;PBI;WEST PALM BEACH;Incident;Minor;;N2638N;CESSNA;310R;No;2;Reciprocating;;NSCH;Unknown;;0;0;0;6;VMC;LANDING;Probable Cause;
20001213X35023;Incident;MKC87IA007;10/16/1986;SPRINGFIELD, MO;United States;;;SGF;REGIONAL;Incident;Minor;;N251AM;SWEARINGEN;SA-226-TC;No;2;Turbo Prop;;SCHD;Unknown;;0;0;0;13;VMC;APPROACH;Probable Cause;
20001213X34891;Incident;ANC87IA003;10/15/1986;ANCHORAGE, AK;United States;;;ANC;ANCHORAGE INT'L;Incident;Minor;;N753AS;BOEING;727-22C;No;3;Turbo Jet;;;Business;;0;0;0;115;VMC;LANDING;Probable Cause;
20001213X35047;Incident;NYC87IA014;10/14/1986;PORTLAND, ME;United States;;;PWM;PORTLAND JETPORT;Incident;Minor;;N517PE;BOEING;727-200;No;3;Turbo Jet;;SCHD;Unknown;;0;0;0;43;IMC;LANDING;Probable Cause;
20001213X34892;Incident;ANC87IA011;10/08/1986;KIVALINA, AK;United States;;;;KIVALINA;Incident;Minor;;N1233T;CESSNA;402C;No;2;Reciprocating;;SCHD;Unknown;;0;0;0;10;VMC;TAXI;Probable Cause;
20001213X35066;Incident;SEA87IA003;10/05/1986;SEATTLE, WA;United States;;;SEA;SEA-TAC;Incident;Minor;;N1843U;MCDONNELL DOUGLAS;DC-10-10;No;3;Turbo Fan;;SCHD;Unknown;;0;0;0;0;UNK;STANDING;Probable Cause;
20001213X35067;Incident;SEA87IA004;10/04/1986;EVERETT, WA;United States;;;;;Incident;Minor;;N2651Y;CESSNA;402C;No;2;Reciprocating;;SCHD;Unknown;(DBA: SAN JUAN AIRLINES);0;0;0;5;IMC;CRUISE;Probable Cause;
20001213X34757;Incident;DCA86IA001;09/25/1986;RALEIGH-DURHAM, NC;United States;;;KRDU;RALEIGH-DURHAM;Incident;Minor;;N402EA;McDonnell Douglas;DC-9-51;No;2;Turbo Fan;;SCHD;Unknown;;0;0;0;99;VMC;LANDING;Probable Cause;
20001213X34743;Incident;CHI86IA231;09/25/1986;CHICAGO, IL;United States;;;ORD;O'HARA;Incident;Minor;;N19R;MITSUBISHI;MU-300IA;No;2;Turbo Jet;;;Business;;0;0;0;4;VMC;TAXI;Probable Cause;04/25/1988
20001213X34828;Incident;MIA86IA250;09/20/1986;ATLANTIC OCEAN;;;;;;Incident;;;N111GF;BELL;206L-3;No;1;Turbo Shaft;;NSCH;Unknown;;0;0;0;6;VMC;CRUISE;Probable Cause;
20001213X34742;Incident;CHI86IA225;09/17/1986;EVANSVILLE, IN;United States;;;EVV;EVANSVILLE/DRESS REGIONAL;Incident;;;N8107N;BOEING;727-25;No;3;Turbo Fan;;SCHD;Unknown;;0;0;0;38;VMC;TAXI;Probable Cause;
20001213X34860;Incident;NYC86IA231;09/09/1986;BINGHAMTON, NY;United States;;;BGM;EDWIN A. LINK FIELD;Incident;Minor;;N90349;PIPER;PA-60-600;No;2;Reciprocating;;NSCH;Unknown;AIR CONTINENTAL,INC.;0;0;0;1;VMC;CRUISE;Probable Cause;
20001213X34878;Incident;SEA86IA240;09/07/1986;SEATTLE, WA;United States;;;;;Incident;Minor;;GBMCT;CAMERON;D-50;No;1;Reciprocating;;;Personal;;0;0;0;1;VMC;TAKEOFF;Probable Cause;
20001213X34443;Incident;CHI86MA216B;08/30/1986;LANSING, MI;United States;;;;;Incident;;;N7388Y;PIPER;PA-30;No;2;Reciprocating;;;Personal;;0;0;0;61;VMC;CRUISE;Probable Cause;04/25/1988
20001213X34443;Incident;CHI86MA216A;08/30/1986;LANSING, MI;United States;;;;;Incident;;;N749N;BOEING;737-222;No;2;Turbo Fan;;SCHD;Unknown;;0;0;0;61;VMC;DESCENT;Probable Cause;04/25/1988
20001213X34354;Incident;ANC86IA137;08/23/1986;TOGIAK, AK;United States;;;TOG;TOGIAK;Incident;Minor;;N1472M;CESSNA;207A;No;1;Reciprocating;;NSCH;Unknown;;0;0;0;6;VMC;TAXI;Probable Cause;
20001213X34450;Incident;DEN86IA235;08/21/1986;DENVER, CO;United States;;;DEN;STAPLETON INT'L;Incident;;;N31001;LOCKHEED;L-1011-385-1;No;3;Turbo Fan;;SCHD;Unknown;(DBA: TRANS WORLD AIRLINES);0;0;6;233;VMC;TAXI;Probable Cause;
20001213X34445;Incident;DCA86IA037;08/10/1986;CHICAGO, IL;United States;;;ORD;O'HARE INTL;Incident;Destroyed;;N184AT;MCDONNELL DOUGLAS;DC-10-40;No;3;Turbo Fan;;SCHD;;;;;;;VMC;STANDING;Probable Cause;
20001213X34244;Incident;MIA86IA213;07/19/1986;MIAMI, FL;United States;;;MIA;MIAMI INTERNATIONAL;Incident;Minor;;N8872Z;BOEING;727-225;No;3;Turbo Fan;;SCHD;Unknown;EASTERN AIR LINES,INC. (DBA: EASTERN AIRLINES);0;0;0;99;VMC;APPROACH;Probable Cause;
20001213X34243;Incident;MIA86IA211;07/17/1986;FT. LAUDERDALE, FL;United States;;;FLL;FT. LAUDERDALE HOLLYWOOD;Incident;Minor;;N76Q;BEECH;D18S;No;2;Reciprocating;;;Positioning;;0;0;0;1;VMC;LANDING;Probable Cause;
20001213X34069;Incident;ATL86IA197;07/16/1986;ERLANGER, KY;United States;;;;;Incident;;;N126FE;BOEING;727-25C;No;3;Turbo Fan;;SCHD;Unknown;;0;0;0;3;IMC;CRUISE;Probable Cause;
20001213X34297;Incident;NYC86IA215;07/06/1986;PITTSBURGH, PA;United States;;;PIT;PITTSBURGH;Incident;;;N319US;BOEING;737-200;No;2;Turbo Jet;;SCHD;Unknown;USAIR;0;0;0;125;VMC;LANDING;Probable Cause;02/20/1988
20001213X34067;Incident;ATL86IA187;07/06/1986;BUCYRUS, OH;United States;;;17G;PORT BUCYRUS;Incident;Minor;;N29095;CESSNA;U206C;No;1;Reciprocating;;;Other Work Use;;0;0;0;1;VMC;APPROACH;Probable Cause;
20001213X34068;Incident;ATL86IA190;07/04/1986;WAYCROSS, GA;United States;;;AYS;WAYCROSS-WARE CO.;Incident;;;N20EF;SWEARINGEN;SA-26AT;No;2;Turbo Prop;;;Business;;0;0;1;5;VMC;STANDING;Probable Cause;
20001213X33936;Incident;LAX86MA275;06/24/1986;PACIFIC OCEAN;;;;;;Incident;;;N4718U;BOEING;747-122;No;4;Turbo Fan;;SCHD;Unknown;;0;0;0;436;VMC;CRUISE;Probable Cause;
20001213X33724;Incident;ANC86IA088;06/21/1986;ST MARYS, AK;United States;;;;;Incident;Minor;;N4450M;CESSNA;404;No;2;Reciprocating;;SCHD;Unknown;STAN HERMAN (DBA: HERMAN'S AIR, INC);0;0;0;4;VMC;DESCENT;Probable Cause;
20001213X33756;Incident;ATL86IA167;06/11/1986;BIRMINGHAM, AL;United States;;;BHM;BIRMINGHAM MUNICIPAL;Incident;Minor;;N7989D;BEECH;H35;No;1;Reciprocating;;;Personal;;0;0;0;4;VMC;TAKEOFF;Probable Cause;
20001213X33868;Incident;FTW86IA103;06/10/1986;KINGSTON, OK;United States;;;F31;LAKE TEXOMA PARK;Incident;Minor;;N68ST;PIPER;PA-31;No;2;Reciprocating;;NSCH;Unknown;MARTINAIRE, INC.;0;0;0;1;VMC;CRUISE;Probable Cause;
20001213X33723;Incident;ANC86IA069;06/09/1986;NULATO, AK;United States;;;NUL;NULATO;Incident;Minor;;N41078;PIPER;PA-31-350;No;2;Reciprocating;;NSCH;Unknown;;0;0;0;2;VMC;LANDING;Probable Cause;
20001213X33755;Incident;ATL86IA162;06/08/1986;CHARLESTON, SC;United States;;;;;Incident;;;N8865E;BOEING;727-225;No;3;Turbo Fan;;SCHD;Unknown;;0;0;0;67;VMC;CRUISE;Probable Cause;
20001213X33722;Incident;ANC86IA066;06/06/1986;MANOKOTAK, AK;United States;;;;;Incident;Minor;;N1737U;CESSNA;207;No;1;Reciprocating;;NSCH;Unknown;(DBA: YUTE AIR ALASKA, INC);0;0;0;6;VMC;CRUISE;Probable Cause;
20001213X33489;Incident;BFO86IA031B;05/30/1986;CALVERTON, NY;United States;;;;;Incident;;Airplane;USN;GRUMMAN;F-14A;No;2;Turbo Jet;Part 91: General Aviation;;Public Aircraft;;;;;69;VMC;DESCENT;Probable Cause;10/09/2018
20001213X33489;Incident;BFO86IA031A;05/30/1986;CALVERTON, NY;United States;;;;;Incident;;Airplane;N1310T;DOUGLAS;DC-9-31;No;2;Turbo Fan;Part 121: Air Carrier;SCHD;Unknown;;;;;69;VMC;DESCENT;Probable Cause;10/09/2018
20001213X33559;Incident;FTW86IA093;05/25/1986;CORPUS CHRISTI, TX;United States;;;CRP;CORPUS CHRISTI INT'L;Incident;Minor;;N88711;BOEING;727-224;No;3;Turbo Jet;;SCHD;Unknown;;0;0;2;83;VMC;APPROACH;Probable Cause;
20001213X33460;Incident;ATL86IA144;05/23/1986;NASHVILLE, TN;United States;;;BNA;NASHVILLE;Incident;;;N1644;BOEING;727-295;No;3;Turbo Jet;;SCHD;Unknown;PIEDMONT AIRLINE;0;0;0;129;VMC;CRUISE;Probable Cause;
20001213X33516;Incident;CHI86MA142B;05/17/1986;CHICAGO, IL;United States;;;ORD;O'HARE;Incident;;;N6833;BOEING;727-223;No;3;Turbo Fan;;SCHD;Unknown;;0;0;0;224;VMC;TAKEOFF;Probable Cause;
20001213X33516;Incident;CHI86MA142A;05/17/1986;CHICAGO, IL;United States;;;ORD;O'HARE;Incident;Minor;;N973VJ;MCDONNELL DOUGLAS;DC-9-31;No;2;Turbo Fan;;SCHD;Unknown;;0;0;0;224;VMC;TAKEOFF;Probable Cause;
20001213X33484;Incident;ATL86LMG07;05/08/1986;WRIGHTSVILLE, NC;United States;;;;;Incident;Minor;;N158HP;BELL;UH-1B;No;1;Turbo Shaft;;;Other Work Use;;0;0;0;3;VMC;MANEUVERING;Probable Cause;
20001213X33558;Incident;FTW86IA078;05/07/1986;DALLAS/FTW APT, TX;United States;;;DFW;DFW INTL. ARPT;Incident;;;N109AA;MCDONNELL DOUGLAS;DC-10-10;No;3;Turbo Fan;;SCHD;Unknown;;0;0;4;270;VMC;STANDING;Probable Cause;
20001213X33244;Incident;CHI86IA121;04/17/1986;DETROIT, MI;United States;;;DTW;DETORIT METRO/WAYNE CNTY;Incident;;;N64324;BOEING;727-231;No;3;Turbo Jet;;SCHD;Unknown;;0;0;0;102;VMC;TAXI;Probable Cause;
20001213X33415;Incident;SEA86IA095;04/07/1986;BEAVERTON, OR;United States;;;;;Incident;Minor;;N27980;RAVEN;RX-7;No;;Unknown;;;Unknown;;0;0;0;3;VMC;APPROACH;Probable Cause;
20001213X33243;Incident;CHI86IA115;04/03/1986;MINNEAPOLIS, MN;United States;;;MSP;MINNEAPOLIS/ST. PAUL;Incident;Minor;;N508US;BOEING;757-251;No;2;Turbo Fan;;SCHD;Unknown;NORTHWEST AIRLINE;0;0;0;161;VMC;LANDING;Probable Cause;
20001213X33116;Incident;LAX86MA161;03/31/1986;SAN FRANSISCO, CA;United States;;;SFO;SAN FRANCISCO;Incident;;;N609UA;BOEING;767-222;No;2;Turbo Fan;;SCHD;Unknown;;0;0;0;192;VMC;CLIMB;Probable Cause;
20001213X33160;Incident;NYC86IA093;03/26/1986;BOSTON, MA;United States;;;BOS;LOGAN INTL;Incident;;;N52311;BOEING;727-231;No;3;Turbo Fan;;SCHD;Unknown;TRANS WORLD AIRLINES;0;0;2;94;VMC;TAXI;Probable Cause;
20001213X32990;Incident;ATL86LLT08;03/25/1986;SMITHVILLE, TN;United States;;;AO3;SMITHVILLE;Incident;Minor;;N3951X;PIPER;PA-34;No;2;Reciprocating;;;Personal;;0;0;0;1;VMC;LANDING;Probable Cause;
20001213X33115;Incident;LAX86MA151B;03/22/1986;CINCINNATI, OH;United States;;;CIN;LUFKEN;Incident;;;AFNG;LTV;A-7 (4 ACFT);No;1;Turbo Fan;;;Unknown;;0;0;0;152;VMC;CRUISE;Probable Cause;
20001213X33115;Incident;LAX86MA151A;03/22/1986;CINCINNATI, OH;United States;;;CIN;LUFKEN;Incident;;;N64315;BOEING;727-231;No;3;Turbo Fan;;SCHD;Unknown;;0;0;0;152;VMC;CLIMB;Probable Cause;
20001213X32977;Incident;ATL86IA100B;03/21/1986;NASVILLE, TN;United States;;;;;Incident;;;AFNG;McDonnell Douglas;F-4;No;2;Turbo Jet;;;Unknown;;0;0;0;131;VMC;MANEUVERING;Probable Cause;
20001213X32977;Incident;ATL86IA100A;03/21/1986;NASVILLE, TN;United States;;;;;Incident;;;N774N;BOEING;737-200;No;2;Turbo Fan;;SCHD;Unknown;(DBA: PIEDMONT AVIATION);0;0;0;131;VMC;DESCENT;Probable Cause;
20001213X33161;Incident;NYC86IA109;03/20/1986;ATLANTIC CITY, NJ;United States;;;ACY;ATLANTIC CITY;Incident;Minor;;N38;SIKORSKY;S-76;No;2;Turbo Shaft;;;Instructional;;0;0;0;2;VMC;LANDING;Probable Cause;
20001213X33176;Incident;SEA86IA080;03/17/1986;RENO, NV;United States;;;;;Incident;;;N4360V;PIPER;PA-46-310P;No;1;Reciprocating;;;Unknown;;0;0;0;2;VMC;CRUISE;Probable Cause;
20001213X33124;Incident;MIA86IA098;03/16/1986;MIAMI, FL;United States;;;MIA;MIAMI INTL;Incident;Minor;;N8861E;BOEING;727;No;3;Turbo Fan;;SCHD;Unknown;;0;0;0;140;VMC;APPROACH;Probable Cause;
20001213X32976;Incident;ATL86IA098;03/14/1986;MC RAE, GA;United States;;;;;Incident;;;N408EX;CESSNA;404;No;2;Reciprocating;;NSCH;Unknown;;0;0;0;1;VMC;CRUISE;Probable Cause;
20001213X32975;Incident;ATL86IA093;03/13/1986;CHARLESTON, SC;United States;;;CHS;CHARLESTON AFB/INTL.;Incident;Minor;;N8924E;McDonnell Douglas;DC-9-31;No;2;Turbo Fan;;SCHD;Unknown;;0;0;0;79;VMC;LANDING;Probable Cause;
20001213X32958;Incident;ANC86IA033;03/10/1986;BARROW, AK;United States;;;;;Incident;Minor;;N9943M;CESSNA;207;No;1;Reciprocating;;NSCH;Unknown;(DBA: BARROW AIR, INC.);0;0;0;8;VMC;CRUISE;Probable Cause;
20001213X33014;Incident;CHI86IA099;03/02/1986;CHICAGO, IL;United States;;;ORD;O'HARE;Incident;;;N138AA;DOUGLAS;DC-10;No;3;Turbo Fan;;SCHD;Unknown;;0;0;0;106;VMC;CRUISE;Probable Cause;04/25/1988
20001213X32843;Incident;DEN86IA083;02/25/1986;LONGMONT, CO;United States;;;2V2;LONGMONT MUNICIPAL;Incident;Minor;;N6385H;CESSNA;T207A;No;1;Reciprocating;;;Personal;;0;0;0;2;VMC;LANDING;Probable Cause;
20001213X32909;Incident;MIA86IA075;02/13/1986;PANAMA CITY, FL;United States;;;PFN;BAY COUNTY;Incident;Minor;;N41703;PIPER;PA-31-1020;No;2;Reciprocating;;;Positioning;;0;0;0;1;VMC;TAKEOFF;Probable Cause;
20001213X32836;Incident;DCA86IA017;02/08/1986;HARLINGEN, TX;United States;;;HRL;RIO GRANDE VALLEY;Incident;Minor;;N871AA;BOEING;727-223;No;4;Turbo Fan;;SCHD;Unknown;;0;0;0;134;IMC;APPROACH;Probable Cause;05/27/1988
20001213X32823;Incident;CHI86IA083;02/06/1986;CHICAGO, IL;United States;;;ORD;O'HARE;Incident;Minor;;N7059U;BOEING;727-22;No;3;Turbo Jet;;SCHD;Unknown;;0;0;1;51;VMC;DESCENT;Probable Cause;
20001213X32922;Incident;MKC86IA058;02/05/1986;ST. LOUIS, MO;United States;;;;;Incident;;;N342AM;SAAB-Fairchild;SF340;No;2;Turbo Prop;;SCHD;Unknown;AIR MIDWEST;0;0;0;12;VMC;TAKEOFF;Probable Cause;
20001213X32908;Incident;MIA86IA072;02/05/1986;NEW YORK, NY;United States;;;LGA;LA-GUARDIA;Incident;Minor;;N812EA;BOEING;727-225;No;3;Turbo Jet;;SCHD;Unknown;(DBA: EALA);0;0;0;8;VMC;STANDING;Probable Cause;
20001213X32946;Incident;SEA86IA058;02/03/1986;ROCHE HARBOR, WA;United States;;;;;Incident;;;N5205A;CESSNA;T210;No;1;Reciprocating;;;Personal;;0;0;0;5;VMC;TAKEOFF;Probable Cause;
20001213X32907;Incident;MIA86IA069;02/01/1986;FOLKSTON, GA;United States;;;3J6;DAVIS FIELD;Incident;Minor;;N9784Q;PIPER;PA-60;No;2;Reciprocating;;;Personal;;0;0;0;1;VMC;LANDING;Probable Cause;
20010110X00217;Incident;MIA86IA066;01/27/1986;MIAMI, FL;United States;;;MIA;MAIMI INTL;Incident;;;N9674;BOEING;747-123;No;4;Turbo Fan;;SCHD;Unknown;;0;0;16;224;VMC;TAKEOFF;Probable Cause;
20010110X00111;Incident;ATL86IA054;01/09/1986;MEMPHIS, TN;United States;;;MEM;MEMPHIS INTL;Incident;Minor;;N403DA;BOEING;727-232;No;3;Turbo Fan;;SCHD;Unknown;DELTA AIR LINES,INC.;0;0;0;38;VMC;LANDING;Probable Cause;
20010110X00187;Incident;FTW86MA030;01/03/1986;DALLAS, TX;United States;;;DAL;LOVE FIELD;Incident;Minor;;N86SW;BOEING;737-2H4;No;2;Turbo Fan;;SCHD;Unknown;;0;0;0;44;VMC;TAKEOFF;Probable Cause;
20010110X00146;Incident;CHI86MA056;01/02/1986;DETROIT, MI;United States;;;DTW;DETROIT METROPOLITAN;Incident;;;N101AA;MCDONNELL DOUGLAS;DC-10-10;No;3;Turbo Fan;;SCHD;Unknown;AMERICAN AIRLINES, INC.;0;0;0;236;IMC;LANDING;Probable Cause;
20010110X00216;Incident;MIA86IA052;01/01/1986;FT. LAUDERDALE, FL;United States;;;FXE;FT LAUDERDALE EXECUTIVE;Incident;Minor;;N2404U;CESSNA;402C;No;2;Reciprocating;;;Instructional;;0;0;0;1;VMC;TAKEOFF;Probable Cause;
20001214X38342;Incident;ATL86IA051;12/30/1985;ATLANTA, GA;United States;;;;;Incident;Minor;;N231;Airbus Industrie;A-300 B4-203;No;2;Turbo Fan;;SCHD;Unknown;;0;0;0;169;VMC;TAKEOFF;Probable Cause;
20001214X38468;Incident;MIA86MA048;12/28/1985;FORT LAUDERDALE, FL;United States;;;FLL;FT LAUDERDALE INT'L;Incident;Minor;;N519DA;BOEING;727-232;No;3;Turbo Fan;;SCHD;Unknown;;0;0;0;131;VMC;TAKEOFF;Probable Cause;
20001214X38328;Incident;ANC86IA010;12/05/1985;KENAI, AK;United States;;;ENA;KENAI;Incident;Minor;;N492SC;PIPER;NAVAJO PA-31-350;No;2;Reciprocating;;SCHD;Unknown;SOUTH CENTRAL AIR, INC.;0;0;0;6;VMC;LANDING;Probable Cause;
20001214X38367;Incident;CHI86IA037;12/02/1985;DETROIT, MI;United States;;;DTW;DETROIT METRO;Incident;Minor;;N90427;EMBRAER;EMB-110P1;No;2;Turbo Prop;;SCHD;Unknown;SIMMONS AIRLINES;0;0;0;15;VMC;TAXI;Probable Cause;
20001214X38202;Incident;CHI86IA034;11/28/1985;GLEN ELLYN, IL;United States;;;;;Incident;Minor;;N619US;BOEING;747-251F;No;4;Turbo Fan;;SCHD;Unknown;;0;0;0;3;IMC;CLIMB;Probable Cause;
20001214X38220;Incident;DEN86IA031;11/26/1985;CASPER, WY;United States;;;CPR;NATRONA COUNTY INT'L;Incident;Minor;;N7011U;BOEING;727-100;No;3;Turbo Jet;;SCHD;Unknown;;0;0;0;111;VMC;STANDING;Probable Cause;
20001214X38219;Incident;DEN86IA026;11/21/1985;DENVER, CO;United States;;;DEN;DENVER;Incident;Minor;;N1909D;NORTH AMERICAN;NA-265-40;No;2;Turbo Jet;;NSCH;Unknown;MAYO AVIAITON INC;0;0;0;5;VMC;TAKEOFF;Probable Cause;
20001214X38279;Incident;MIA86IA029;11/09/1985;MIAMI, FL;United States;;;TMB;TAMIAMI;Incident;Minor;;N2103K;PIPER;PA-44-180;No;2;Reciprocating;;;Instructional;;0;0;0;2;VMC;LANDING;Probable Cause;
20001214X38103;Incident;MKC86IA018;10/29/1985;LINCOLN, NE;United States;;;LNK;LINCOLN;Incident;;;N342AM;SAAB-Fairchild;SF340A;No;2;Turbo Prop;;SCHD;Unknown;AIR MIDWEST;0;0;0;10;VMC;LANDING;Probable Cause;
